Language,Countries,Degree of endangerment,Number of speakers,Endangerment_Level
ganne,South Africa,Extinct,0,5
aingae  cofan colombia,Colombia,Severely endangered,379,3
aingae  cofan ecuador,Ecuador,Definitely endangered,700,2
atong,India,Severely endangered,1000,3
aasax,United Republic of Tanzania,Extinct,0,5
abaga,Papua New Guinea,Critically endangered,5,4
abai sungai,Malaysia,Definitely endangered,400,2
abaza,"Russian Federation, Turkey",Definitely endangered,31000,2
abkhaz,"Georgia, Russian Federation, Turkey",Vulnerable,125000,1
acatepec mazatec,Mexico,Vulnerable,1038,1
achagua,Colombia,Severely endangered,283,3
acheron,Sudan,Severely endangered,70000,3
achi,Guatemala,Vulnerable,82640,1
achuar,"Ecuador, Peru",Definitely endangered,2500,2
achumawi,United States of America,Critically endangered,10,4
ach,Paraguay,Definitely endangered,1000,2
acomalaguna,United States of America,Definitely endangered,4000,2
adabe,Timor-Leste,Vulnerable,1000,1
adi,"China, India",Vulnerable,170000,1
adnyamathanha,Australia,Definitely endangered,100,2
adyge,"Iraq, Israel, Jordan, The former Yugoslav Republic of Macedonia, Russian Federation, Syrian Arab Republic, Turkey",Vulnerable,300000,1
afitti,Sudan,Severely endangered,4512,3
agul,Russian Federation,Definitely endangered,29399,2
aheu,Lao People's Democratic Republic,Definitely endangered,500,2
ahom,India,Extinct,0,5
ahtna,United States of America,Critically endangered,25,4
aikana,Brazil,Definitely endangered,150,2
aimol,India,Critically endangered,2643,4
ainbai,Papua New Guinea,Severely endangered,100,3
ainu hokkaido,Japan,Critically endangered,15,4
ainu kuril,Russian Federation,Extinct,0,5
ainu sakhalin,Russian Federation,Extinct,0,5
aiton,India,Severely endangered,2000,3
aivilingmiutut,Canada,Vulnerable,1245,1
aja,Sudan,Critically endangered,200,4
ajuru,Brazil,Severely endangered,8,3
ak,Papua New Guinea,Severely endangered,83,3
aka,"India, Sudan",Definitely endangered,4000,2
aka,India,Critically endangered,300,4
akatek guatemala,Guatemala,Vulnerable,35763,1
akatek mexico,Mexico,Vulnerable,532,1
akawaio brazil,Brazil,Vulnerable,1170,1
akawaio guyana venezuela,"Guyana, Venezuela (Bolivarian Republic of)",Definitely endangered,5800,2
akeu,"Lao People's Democratic Republic, Myanmar, Thailand",Definitely endangered,5000,2
akhvakh,Russian Federation,Definitely endangered,5793,2
akie,United Republic of Tanzania,Critically endangered,1000,4
akkala saami,Russian Federation,Extinct,0,5
akum,"Cameroon, Nigeria",Critically endangered,600,4
akuntsu,Brazil,Critically endangered,6,4
akuriyo,Suriname,Critically endangered,1000,4
akwwa,Brazil,Vulnerable,1548,1
alabama,United States of America,Definitely endangered,275,2
alabat island agta,Philippines,Critically endangered,30,4
alabugat tatar,Russian Federation,Definitely endangered,422,2
alawa,Australia,Critically endangered,22,4
alderney french,United Kingdom of Great Britain and Northern Ireland,Extinct,0,5
alemannic,"Germany, Austria, France, Italy, Liechtenstein, Switzerland",Vulnerable,1000,1
aleut eastern,United States of America,Critically endangered,150,4
aleut western,United States of America,Severely endangered,150,3
aleut western commander islands,Russian Federation,Critically endangered,5,4
algherese catalan,Italy,Definitely endangered,10000,2
alpine provenal,"France, Italy",Definitely endangered,200000,2
alune,Indonesia,Vulnerable,12000,1
aluo,China,Definitely endangered,20000,2
alutor,Russian Federation,Severely endangered,1000,3
amahai,Indonesia,Critically endangered,30,4
amahuaca,Peru,Severely endangered,500,3
amami,Japan,Definitely endangered,1000,2
amanay,Brazil,Extinct,0,5
amba,Uganda,Vulnerable,16000,1
amblong,Vanuatu,Definitely endangered,150,2
amis,China,Vulnerable,30000,1
amok,"China, Lao People's Democratic Republic, Myanmar, Thailand",Critically endangered,1000,4
ampibabo lauje,Indonesia,Vulnerable,6000,1
anal,India,Vulnerable,23000,1
anamb,Brazil,Critically endangered,6,4
andi,Russian Federation,Definitely endangered,23729,2
andio,Indonesia,Vulnerable,1700,1
andoa ecuador,Ecuador,Extinct,0,5
andoa peru,Peru,Critically endangered,2,4
andoke,Colombia,Severely endangered,597,3
andro,India,Extinct,0,5
anfillo,Ethiopia,Critically endangered,500,4
angami,India,Vulnerable,132000,1
angika,"India, Nepal",Vulnerable,740892,1
angku,Myanmar,Critically endangered,1000,4
animere,Ghana,Critically endangered,700,4
anindilyakwa,Australia,Vulnerable,2000,1
antakirinya,Australia,Definitely endangered,200,2
antoniano,United States of America,Extinct,0,5
anuki,Papua New Guinea,Definitely endangered,542,2
anung china,China,Critically endangered,5000,4
anung myanmar,Myanmar,Severely endangered,3500,3
anus,Indonesia,Severely endangered,70,3
ao,India,Vulnerable,243000,1
aore,Vanuatu,Extinct,0,5
apalai,Brazil,Vulnerable,317,1
apatani,India,Vulnerable,35000,1
apiak,Brazil,Critically endangered,1,4
apinaj,Brazil,Vulnerable,1500,1
apolista,Bolivia (Plurinational State of),Extinct,0,5
apurin,Brazil,Definitely endangered,2000,2
aputai,Indonesia,Critically endangered,120,4
aqaw gelao,China,Critically endangered,5,4
arabana,Australia,Critically endangered,6,4
arabela,Peru,Severely endangered,50,3
aragonese,Spain,Definitely endangered,10000,2
araki,Vanuatu,Critically endangered,8,4
araona,Bolivia (Plurinational State of),Severely endangered,81,3
arapaho oklahoma,United States of America,Extinct,0,5
arapaho wyoming,United States of America,Severely endangered,1000,3
arapso,Brazil,Extinct,0,5
arara do par,Brazil,Vulnerable,271,1
arawet,Brazil,Vulnerable,339,1
arawun,Papua New Guinea,Severely endangered,73,3
arbanasi,Croatia,Severely endangered,500,3
arbore,Ethiopia,Definitely endangered,4441,2
arbresh,Italy,Definitely endangered,80000,2
archi,Russian Federation,Definitely endangered,524,2
arem,"Lao People's Democratic Republic, Viet Nam",Severely endangered,100,3
argobba,Ethiopia,Critically endangered,8000,4
arguni,Indonesia,Vulnerable,150,1
arha,New Caledonia (France),Critically endangered,50,4
arho,New Caledonia (France),Critically endangered,10,4
ari,Papua New Guinea,Severely endangered,80,3
aribwatsa,Papua New Guinea,Extinct,0,5
arikapu,Brazil,Critically endangered,2,4
arikara,United States of America,Critically endangered,10,4
arin,Russian Federation,Extinct,0,5
arman,Russian Federation,Extinct,0,5
aromanian,"Albania, Bulgaria, Greece, The former Yugoslav Republic of Macedonia, Serbia",Definitely endangered,500000,2
arrernte,Australia,Vulnerable,2000,1
arta,Philippines,Extinct,0,5
aruaco,Colombia,Vulnerable,14799,1
aru,Brazil,Severely endangered,12,3
arvanitika,Greece,Severely endangered,50000,3
arra shawdwa,Brazil,Critically endangered,9,4
as,Indonesia,Vulnerable,230,1
ashaninka brazil,Brazil,Vulnerable,813,1
ashaninka peru,Peru,Vulnerable,62468,1
ashkun,Afghanistan,Definitely endangered,2000,2
ashtiani,Iran (Islamic Republic of),Definitely endangered,21000,2
assiniboine canada,Canada,Critically endangered,80,4
assiniboine united states of america,United States of America,Critically endangered,150,4
asturianleonese,"Spain, Portugal",Definitely endangered,150000,2
asumboa,Solomon Islands,Severely endangered,40,3
asur,India,Definitely endangered,7000,2
asurini do xingu,Brazil,Vulnerable,124,1
ata,Philippines,Critically endangered,2000,4
atacameo,"Argentina, Bolivia (Plurinational State of), Chile",Extinct,0,5
atemble,Papua New Guinea,Definitely endangered,60,2
athpahariya,Nepal,Definitely endangered,2000,2
atikamekw,Canada,Vulnerable,4155,1
atsugewi,United States of America,Extinct,0,5
auraur,Brazil,Critically endangered,2,4
austral dialects,French Polynesia (France),Definitely endangered,8000,2
auvergnat,France,Severely endangered,1000,3
auye,Indonesia,Vulnerable,350,1
avacanoeiro,Brazil,Critically endangered,16,4
avaguaran,Argentina,Definitely endangered,2000,2
avar,Russian Federation,Vulnerable,784840,1
aveteian,Vanuatu,Critically endangered,5,4
awa cuaiquer,Colombia,Critically endangered,7500,4
awajun,Peru,Vulnerable,39000,1
awakatek guatemala,Guatemala,Vulnerable,9613,1
awakatek mexico,Mexico,Critically endangered,3,4
awapit,Ecuador,Severely endangered,900,3
awera,Indonesia,Vulnerable,70,1
aweti,Brazil,Vulnerable,160,1
awjila,Libyan Arab Jamahiriya,Severely endangered,3000,3
awyi,Indonesia,Vulnerable,350,1
ayapanec,Mexico,Critically endangered,8,4
ayautla mazatec,Mexico,Vulnerable,3192,1
ayizi,China,Critically endangered,10,4
aymara,"Bolivia (Plurinational State of), Chile, Peru",Safe,2000000,0
ayoreo,Bolivia (Plurinational State of),Definitely endangered,3700,2
au,Venezuela (Bolivarian Republic of),Critically endangered,20,4
babuza,China,Extinct,0,5
badaga,India,Definitely endangered,134514,2
badala,Australia,Critically endangered,0,4
bade,Nigeria,Vulnerable,250000,1
badiaranke,Guinea,Severely endangered,12205,3
baga kalem,Guinea,Extinct,0,5
baga manduri,Guinea,Definitely endangered,4000,2
baga mboteni,Guinea,Critically endangered,0,4
baga sitemu,Guinea,Severely endangered,4000,3
baghati,India,Critically endangered,3976,4
bagupi,Papua New Guinea,Definitely endangered,60,2
bagvalal,Russian Federation,Definitely endangered,5000,2
baheng china,China,Vulnerable,45000,1
baheng viet nam,Viet Nam,Vulnerable,5569,1
bahing,Nepal,Definitely endangered,2765,2
bahonsuai,Indonesia,Definitely endangered,180,2
bai,Sudan,Definitely endangered,2500,2
baima,China,Vulnerable,10000,1
bainoukgunyaamolo,Senegal,Vulnerable,5635,1
bainouksamik,Senegal,Severely endangered,1685,3
bakairi,Brazil,Vulnerable,950,1
baki,Vanuatu,Vulnerable,150,1
bakole,Cameroon,Critically endangered,300,4
bakpinka,Nigeria,Critically endangered,3416,4
baldemu,Cameroon,Critically endangered,3,4
baleasang,Indonesia,Definitely endangered,3000,2
balti,"India, Pakistan",Vulnerable,1000,1
bambassi,Ethiopia,Definitely endangered,5000,2
bana,Lao People's Democratic Republic,Severely endangered,200,3
banat bulgarian,"Romania, Serbia",Definitely endangered,25000,2
banaw yafi,Brazil,Vulnerable,100,1
bandial,Senegal,Vulnerable,10125,1
bangani,India,Critically endangered,12000,4
bangni,India,Vulnerable,20000,1
bangsa,Vanuatu,Critically endangered,10,4
baniva,Venezuela (Bolivarian Republic of),Severely endangered,500,3
banjima,Australia,Severely endangered,50,3
banka,Mali,Definitely endangered,2500,2
bantawa,Nepal,Vulnerable,371056,1
banwa do iana,"Brazil, Colombia, Venezuela (Bolivarian Republic of)",Vulnerable,5811,1
bara brazil,Brazil,Vulnerable,21,1
bara colombia,Colombia,Critically endangered,100,4
baraba tatar,Russian Federation,Severely endangered,1000,3
baras,Indonesia,Severely endangered,200,3
barasana brazil,Brazil,Severely endangered,34,3
barasana colombia,Colombia,Critically endangered,400,4
barbareo,United States of America,Extinct,0,5
bardi,Australia,Severely endangered,30,3
bartangi,Tajikistan,Severely endangered,5000,3
barzani jewish neoaramaic iraq,Iraq,Extinct,0,5
barzani jewish neoaramaic israel,Israel,Critically endangered,20,4
bar brazil,Brazil,Critically endangered,2,4
bar venezuela,Venezuela (Bolivarian Republic of),Critically endangered,1000,4
bar,Colombia,Vulnerable,5000,1
barm,Nepal,Critically endangered,342,4
basay,China,Extinct,0,5
bashkardi,Iran (Islamic Republic of),Definitely endangered,7000,2
bashkarik,Pakistan,Severely endangered,1500,3
bashkir,Russian Federation,Safe,1379727,0
basque,"Spain, France",Vulnerable,660000,1
bassari,Senegal,Vulnerable,17910,1
bataan ayta,Philippines,Definitely endangered,500,2
batak,Philippines,Definitely endangered,200,2
batek,Malaysia,Critically endangered,700,4
bateri,Pakistan,Definitely endangered,29000,2
bathari,Oman,Critically endangered,300,4
bati,Cameroon,Severely endangered,800,3
bats,Georgia,Severely endangered,500,3
baure,Bolivia (Plurinational State of),Critically endangered,55,4
bavarian,"Germany, Austria, Hungary, Italy, Switzerland, Czech Republic",Vulnerable,1000,1
bawm,"Bangladesh, India",Definitely endangered,14000,2
bay islands creole,Honduras,Critically endangered,1000,4
baygo,Sudan,Extinct,0,5
bayot,Senegal,Vulnerable,17150,1
bayso,Ethiopia,Definitely endangered,2000,2
beaver,Canada,Definitely endangered,195,2
bedoanas,Indonesia,Vulnerable,180,1
beeke,Democratic Republic of the Congo,Severely endangered,1000,3
beezen,Cameroon,Severely endangered,400,3
belanda bor,Sudan,Definitely endangered,8000,2
belarusian,"Belarus, Latvia, Lithuania, Poland, Russian Federation, Ukraine",Safe,4000000,0
beli,Sudan,Definitely endangered,6600,2
bella coola,Canada,Critically endangered,50,4
bellari,India,Critically endangered,1000,4
benga,"Gabon, Equatorial Guinea",Definitely endangered,3000,2
benggoi,Indonesia,Definitely endangered,320,2
bepour,Papua New Guinea,Severely endangered,57,3
berakou,Chad,Extinct,0,5
berbice dutch creole,Guyana,Critically endangered,1000,4
berti,Sudan,Extinct,0,5
besme,Chad,Severely endangered,1228,3
besoa,Indonesia,Vulnerable,3000,1
bezhta,Russian Federation,Definitely endangered,6461,2
bhadravahi,"India, Pakistan",Definitely endangered,66918,2
bhalesi,India,Definitely endangered,1000,2
bharmauri,India,Definitely endangered,3976,2
bhumji,India,Vulnerable,47000,1
biak,Indonesia,Vulnerable,30000,1
bierebo,Vanuatu,Vulnerable,350,1
bieria,Vanuatu,Critically endangered,25,4
biete,India,Definitely endangered,19000,2
bikaru,Papua New Guinea,Severely endangered,100,3
bikya,Cameroon,Critically endangered,1,4
bilakura,Papua New Guinea,Critically endangered,34,4
bina,Papua New Guinea,Extinct,0,5
birgid,Sudan,Extinct,0,5
birhor,India,Critically endangered,2000,4
birri,Central African Republic,Critically endangered,200,4
bishnupriya manipuri creole,"Bangladesh, India",Vulnerable,72899,1
bishuo,Cameroon,Critically endangered,1,4
bisu,"Myanmar, Thailand",Definitely endangered,2740,2
blablanga,Solomon Islands,Definitely endangered,600,2
black mountain,Bhutan,Definitely endangered,500,2
blackfoot canada,Canada,Definitely endangered,2200,2
blackfoot united states of america,United States of America,Definitely endangered,1000,2
boano,Indonesia,Vulnerable,2000,1
bodo,India,Vulnerable,900000,1
boguru,"Democratic Republic of the Congo, Sudan",Critically endangered,494,4
bohtan neoaramaic,"Georgia, Russian Federation",Severely endangered,1000,3
bokar,"China, India",Vulnerable,5000,1
bola,China,Definitely endangered,1000,2
bolo,Angola,Definitely endangered,2627,2
bom,Sierra Leone,Severely endangered,20,3
bonan,China,Definitely endangered,15000,2
bonerif,Indonesia,Critically endangered,4,4
bongom,Kenya,Definitely endangered,1000,2
bonggo,Indonesia,Severely endangered,200,3
bongo,Sudan,Definitely endangered,10084,2
boni,Kenya,Definitely endangered,3000,2
bonjo,Congo,Severely endangered,3000,3
boor,Chad,Critically endangered,100,4
bora,"Colombia, Peru",Vulnerable,1000,1
bori,"China, India",Definitely endangered,2000,2
boro,,Definitely endangered,19878,2
boro,"Ethiopia, Togo",Extinct,0,5
bororo,Brazil,Definitely endangered,1390,2
boruca,Costa Rica,Critically endangered,70,4
bosilewa,Papua New Guinea,Vulnerable,250,1
bothar,Papua New Guinea,Severely endangered,68,3
botlikh,Russian Federation,Definitely endangered,4000,2
brahui,"Iran (Islamic Republic of), Pakistan, Afghanistan",Vulnerable,500000,1
brao,"Cambodia, Lao People's Democratic Republic, Viet Nam",Severely endangered,1000,3
breton,France,Severely endangered,250000,3
bribri costa rica,Costa Rica,Vulnerable,5647,1
bribri panama,Panama,Severely endangered,2521,3
brokkat,Bhutan,Definitely endangered,300,2
brokpa,Bhutan,Definitely endangered,5000,2
brokshat,India,Definitely endangered,3000,2
bru,Thailand,Definitely endangered,20000,2
bubia,Cameroon,Severely endangered,600,3
budibud,Papua New Guinea,Vulnerable,120,1
budongbudong,Indonesia,Critically endangered,50,4
budukh,Azerbaijan,Severely endangered,3000,3
buga,Sudan,Critically endangered,400,4
bugl,Panama,Definitely endangered,993,2
bukharic,Uzbekistan,Definitely endangered,10000,2
bukiyip,Papua New Guinea,Vulnerable,10304,1
bulgebi,Papua New Guinea,Definitely endangered,50,2
bumbita arapesh,Papua New Guinea,Vulnerable,2353,1
bumthang,Bhutan,Vulnerable,30000,1
bunan,India,Definitely endangered,4000,2
bundjalung,Australia,Severely endangered,20,3
bung,Cameroon,Critically endangered,3,4
bungee,Canada,Critically endangered,1000,4
bunuba,Australia,Severely endangered,40,3
bunun,China,Vulnerable,10000,1
burate,Indonesia,Severely endangered,100,3
burgenland croatian,"Austria, Hungary, Slovakia",Definitely endangered,30000,2
burgundian,France,Severely endangered,1000,3
burji,Kenya,Vulnerable,7000,1
burunge,United Republic of Tanzania,Vulnerable,10000,1
burushaski,Pakistan,Vulnerable,87000,1
buryat cisbaikal,Russian Federation,Severely endangered,50000,3
buryat manchuria,"China, Mongolia",Definitely endangered,50000,2
buryat transbaikal,Russian Federation,Definitely endangered,300000,2
busoa,Indonesia,Vulnerable,500,1
bussa,Ethiopia,Vulnerable,6624,1
busuu,Cameroon,Critically endangered,8,4
buyang,China,Severely endangered,1200,3
bwisi,"Congo, Gabon",Definitely endangered,4248,2
byangsi,"India, Nepal",Definitely endangered,1734,2
caac,New Caledonia (France),Vulnerable,890,1
cabiyar,Colombia,Critically endangered,1000,4
cabcar,Costa Rica,Vulnerable,7622,1
cacaopera,Nicaragua,Extinct,0,5
cacua,Colombia,Severely endangered,150,3
caddo,United States of America,Critically endangered,25,4
cahuilla,United States of America,Critically endangered,30,4
callahuaya,Bolivia (Plurinational State of),Critically endangered,100,4
camarines norte agta,Philippines,Severely endangered,150,3
cambap,Cameroon,Critically endangered,30,4
campidanese,Italy,Definitely endangered,900000,2
cams,Colombia,Definitely endangered,3500,2
candoshi,Peru,Definitely endangered,1900,2
canichana,Bolivia (Plurinational State of),Extinct,3,5
capanahua,Peru,Severely endangered,120,3
cape khoekhoe,South Africa,Extinct,0,5
cappadocian greek greece,Greece,Critically endangered,1000,4
cappadocian greek turkey,Turkey,Extinct,0,5
caquinte campa,Peru,Definitely endangered,250,2
carabayo,Colombia,Extinct,1000,5
carapana brazil,Brazil,Severely endangered,63,3
carapana colombia,Colombia,Definitely endangered,60,2
carijona,Colombia,Critically endangered,30,4
carrier,Canada,Severely endangered,660,3
cashibocacataibo,Peru,Definitely endangered,1800,2
cashinahua brazil,Brazil,Vulnerable,6000,1
cashinahua peru,Peru,Definitely endangered,4000,2
catawba,United States of America,Extinct,0,5
cavinea,Bolivia (Plurinational State of),Definitely endangered,1000,2
cayuga canada,Canada,Critically endangered,1000,4
cayuga oklahoma,United States of America,Extinct,0,5
cayuse,United States of America,Extinct,0,5
cayuvava,Bolivia (Plurinational State of),Critically endangered,2,4
central alaskan yupik,United States of America,Vulnerable,10400,1
central alaskan yupik nuniak island,United States of America,Vulnerable,10400,1
central asian arabic,"Uzbekistan, Tajikistan, Afghanistan",Definitely endangered,1000,2
central cagayan agta,Philippines,Vulnerable,779,1
central cuicatec,Mexico,Vulnerable,8621,1
central kalapuyan,United States of America,Extinct,0,5
central nhuatl,Mexico,Vulnerable,395581,1
central ojibwe,Canada,Definitely endangered,175,2
central otom,Mexico,Definitely endangered,84593,2
central pame,Mexico,Vulnerable,7399,1
central pomo,United States of America,Critically endangered,3,4
central popoloc,Mexico,Severely endangered,641,3
central selkup,Russian Federation,Critically endangered,5,4
central siberian yupik chukotka,Russian Federation,Severely endangered,200,3
central siberian yupik st lawrence island,United States of America,Definitely endangered,1000,2
central sierra miwok,United States of America,Critically endangered,3,4
central tlapanec,Mexico,Vulnerable,6191,1
central zoque,Mexico,Definitely endangered,5500,2
chorti guatemala,Guatemala,Definitely endangered,11734,2
chorti honduras,Honduras,Critically endangered,10,4
chapalaa,Ecuador,Definitely endangered,4000,2
chairel,India,Extinct,0,5
chali,Bhutan,Definitely endangered,1000,2
chamacoco,"Brazil, Paraguay",Critically endangered,40,4
chamalal,Russian Federation,Definitely endangered,12000,2
chambeali,India,Definitely endangered,126589,2
chamicuro,Peru,Critically endangered,8,4
chamling,Nepal,Definitely endangered,44093,2
chamorro,Guam (U.S.A.),Vulnerable,62500,1
champenois,"Belgium, France",Severely endangered,1000,3
chang,India,Vulnerable,62000,1
chantyal,Nepal,Definitely endangered,5912,2
chan,Argentina,Critically endangered,1,4
chara,Ethiopia,Vulnerable,6932,1
chatino of zacatepec,Mexico,Definitely endangered,453,2
chatino of the western lowlands,Mexico,Definitely endangered,2640,2
chatong,Lao People's Democratic Republic,Definitely endangered,580,2
chawte,Myanmar,Definitely endangered,200,2
chayahuita,Peru,Definitely endangered,10000,2
che wong,Malaysia,Definitely endangered,200,2
chechen,Russian Federation,Safe,1331844,0
chemehuevi,United States of America,Critically endangered,3,4
chepang,Nepal,Vulnerable,36807,1
chepya,Lao People's Democratic Republic,Definitely endangered,2000,2
cherokee north carolina,United States of America,Severely endangered,1000,3
cherokee oklahoma,United States of America,Definitely endangered,10000,2
chesu,China,Definitely endangered,6600,2
cheyenne montana,United States of America,Definitely endangered,1700,2
cheyenne oklahoma,United States of America,Severely endangered,400,3
chichimec,Mexico,Vulnerable,1000,1
chickasaw,United States of America,Severely endangered,600,3
chihuahua lower pima,Mexico,Definitely endangered,159,2
chilchotla mazatec,Mexico,Vulnerable,20585,1
chilcotin,Canada,Definitely endangered,560,2
chilisso,Pakistan,Severely endangered,2000,3
chiman,Bolivia (Plurinational State of),Vulnerable,5300,1
chimila,Colombia,Severely endangered,900,3
chinook jargon,United States of America,Critically endangered,1000,4
chintang,Nepal,Severely endangered,1500,3
chintaw,China,Critically endangered,30,4
chipaya,Bolivia (Plurinational State of),Definitely endangered,1050,2
chiquihuitln mazatec,Mexico,Definitely endangered,1502,2
chiquitano bolivia,Bolivia (Plurinational State of),Definitely endangered,6500,2
chiquitano brazil,Brazil,Critically endangered,50,4
chiwere,United States of America,Extinct,1000,5
chocangacakha,Bhutan,Definitely endangered,20000,2
choctaw louisiana,United States of America,Vulnerable,9500,1
choctaw mississipi,United States of America,Vulnerable,9500,1
choctaw oklahoma,United States of America,Vulnerable,9500,1
chokri,India,Vulnerable,84000,1
cholon,Peru,Extinct,0,5
chong,"Cambodia, Thailand",Severely endangered,500,3
chontal tabasco,Mexico,Severely endangered,36514,3
chorote iyojwaja,"Argentina, Paraguay",Severely endangered,800,3
chorotega,Costa Rica,Critically endangered,16,4
choyi,China,Definitely endangered,7000,2
chrau,Viet Nam,Definitely endangered,15000,2
chru,Viet Nam,Vulnerable,12000,1
chuang,Cambodia,Critically endangered,1000,4
chuj guatemala,Guatemala,Vulnerable,59048,1
chuj mexico,Mexico,Critically endangered,1771,4
chukchi,Russian Federation,Severely endangered,7742,3
chulym turk,Russian Federation,Critically endangered,35,4
chung cambodia,Cambodia,Critically endangered,20,4
chung thailand,Thailand,Critically endangered,10,4
churahi,India,Definitely endangered,61199,2
chuvash,Russian Federation,Safe,1325382,0
chcobo,Bolivia (Plurinational State of),Definitely endangered,550,2
chlng,Nepal,Definitely endangered,1314,2
cimbrian,Italy,Definitely endangered,400,2
cinta larga,Brazil,Vulnerable,1440,1
cobiana,"Guinea-Bissau, Senegal",Critically endangered,400,4
cocamacocamilla brazil,Brazil,Critically endangered,5,4
cocamacocamilla peru,Peru,Severely endangered,1000,3
cocopa arizona,United States of America,Severely endangered,275,3
cocopa mexico,Mexico,Definitely endangered,206,2
coeur dalene,United States of America,Critically endangered,4,4
columbian,United States of America,Critically endangered,25,4
comanche,United States of America,Severely endangered,100,3
comoxsliammon,Canada,Critically endangered,30,4
copper island aleut,Russian Federation,Critically endangered,10,4
coptic,Egypt,Extinct,0,5
corfiot italkian,Greece,Critically endangered,1000,4
cornish,United Kingdom of Great Britain and Northern Ireland,Critically endangered,1000,4
corsican,"France, Italy",Definitely endangered,160000,2
cosung china,China,Definitely endangered,47000,2
cosung viet nam,Viet Nam,Definitely endangered,47000,2
cowlitz,United States of America,Extinct,0,5
creek,United States of America,Definitely endangered,5000,2
crimean tatar crimea,Ukraine,Severely endangered,100000,3
crimean tatar dobruja,"Bulgaria, Romania",Severely endangered,20000,3
crimean turkish,Ukraine,Severely endangered,1000,3
crow,United States of America,Definitely endangered,3500,2
csng hungarian,Romania,Severely endangered,25000,3
cubeo brazil,Brazil,Definitely endangered,150,2
cubeo colombia,Colombia,Vulnerable,5000,1
cuiba,"Colombia, Venezuela (Bolivarian Republic of)",Severely endangered,2445,3
culina brazil,Brazil,Vulnerable,2000,1
culina peru,Peru,Definitely endangered,2500,2
culle,Peru,Extinct,0,5
cuman,Hungary,Extinct,0,5
cuona menba,"Bhutan, China, India",Vulnerable,50000,1
cupeo,United States of America,Extinct,0,5
cypriot arabic,Cyprus,Severely endangered,1300,3
cng,Viet Nam,Definitely endangered,1676,2
dabra,Indonesia,Vulnerable,100,1
dagur amur,China,Critically endangered,400,4
dagur hailar,China,Definitely endangered,5000,2
dagur nonni,China,Definitely endangered,100000,2
dahaalik,Eritrea,Critically endangered,3000,4
dahalo,Kenya,Severely endangered,400,3
dair,Sudan,Severely endangered,1000,3
dakka,Indonesia,Vulnerable,1200,1
dakkang,Lao People's Democratic Republic,Definitely endangered,1198,2
dakota,Canada,Definitely endangered,675,2
dakpa,"Bhutan, India",Definitely endangered,1000,2
dalecarlian,Sweden,Definitely endangered,10000,2
dalmatian,Croatia,Extinct,0,5
damal,Indonesia,Vulnerable,5000,1
damana,Colombia,Definitely endangered,2000,2
dameli,Pakistan,Severely endangered,5500,3
dampel,Indonesia,Critically endangered,1,4
dampelas,Indonesia,Definitely endangered,1000,2
danaw,Myanmar,Critically endangered,1000,4
danisi,Botswana,Critically endangered,220,4
danuwar,Nepal,Severely endangered,31849,3
darai,Nepal,Severely endangered,10210,3
dargwa,Russian Federation,Vulnerable,503523,1
dari,Iran (Islamic Republic of),Definitely endangered,15000,2
darma,"India, Nepal",Definitely endangered,1761,2
defaka,Nigeria,Critically endangered,200,4
demisa,Indonesia,Definitely endangered,450,2
dene,Canada,Vulnerable,8195,1
dengalu,Papua New Guinea,Definitely endangered,140,2
den,Brazil,Vulnerable,875,1
deori,India,Definitely endangered,28000,2
desano brazil,Brazil,Definitely endangered,600,2
desano colombia,Colombia,Definitely endangered,1000,2
deti,Botswana,Extinct,0,5
dhaiso,United Republic of Tanzania,Definitely endangered,5000,2
dharawal,Australia,Critically endangered,4,4
dharug,Australia,Critically endangered,0,4
dhimal,Nepal,Severely endangered,20000,3
dhurga,Australia,Critically endangered,0,4
diahi,Brazil,Critically endangered,1,4
dicamay agta,Philippines,Extinct,0,5
dilling,Sudan,Definitely endangered,5295,2
dimasa,India,Vulnerable,112000,1
dimbong,Cameroon,Critically endangered,140,4
dimme,Ethiopia,Vulnerable,6501,1
djeoromitxi,Brazil,Severely endangered,30,3
djinang,Australia,Definitely endangered,100,2
doga,Papua New Guinea,Definitely endangered,200,2
dogrib,Canada,Vulnerable,1675,1
dolpo,Nepal,Definitely endangered,9000,2
dolgan,Russian Federation,Definitely endangered,4865,2
domaaki,Pakistan,Severely endangered,500,3
domari,"Egypt, Israel, Jordan, Lebanon, Libyan Arab Jamahiriya, Palestine, Syrian Arab Republic",Severely endangered,1000,3
dondo,Indonesia,Vulnerable,13000,1
dongotono,Sudan,Vulnerable,6219,1
dorasque,Panama,Extinct,0,5
dorig,Vanuatu,Definitely endangered,200,2
dororo,Solomon Islands,Extinct,0,5
dorro,Papua New Guinea,Severely endangered,80,3
doutai,Indonesia,Severely endangered,70,3
drubea,New Caledonia (France),Vulnerable,946,1
dubu,Indonesia,Vulnerable,110,1
duguza,Nigeria,Definitely endangered,2000,2
dukha,Mongolia,Severely endangered,200,3
dulbu,Nigeria,Critically endangered,100,4
duli,Cameroon,Extinct,0,5
dumi,Nepal,Critically endangered,8,4
dumun,Papua New Guinea,Critically endangered,42,4
dungan,"Kazakhstan, Kyrgyzstan",Definitely endangered,41000,2
dungidjau,Australia,Extinct,0,5
dungmali,Nepal,Definitely endangered,4609,2
dupaninan agta,Philippines,Vulnerable,1400,1
dura,Nepal,Extinct,0,5
duriankere,Indonesia,Critically endangered,30,4
