ID,Name in English,Countries,Country codes alpha 3,ISO639-3 codes,Degree of endangerment,Alternate names,Name in the language,Number of speakers 2024,Sources,Latitude,Longitude,Description of the location
2565,Senggi,Indonesia,IDN,snu,Vulnerable,,,100,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-3.4339,140.7685,Irian Jaya
770,Shawnee,United States of America,USA,sjw,Severely endangered,,,100,Golla et al ms.,35.359,-96.9298,"There are three Shawnee groups in Oklahoma: Absentee Shawnee Tribe, Shawnee; Eastern Shawnee Tribe in Ottawa County; and the Loyal (Cherokee) Shawnee in northeastern Oklahoma."
1988,Shiwiar,Ecuador,ECU,acu,Severely endangered,Shiwiar chicham,,100,"- SIISE, Primera encuesta nacional a comunidades de las Nacionalidades y Pueblos. 
Medida: Porcentaje. Año: 2002. Elaboración: SIISE - SIDENPE
- www.shiwiar-ecuador.org
- NASHIE (Nacionalidad Shiwiar del Ecuador) 2007",-2.2186,-76.8164,"Southern Provincia de Pastaza (between the Andoa and Zaparo territories).  There are 10 
Shiwiar communities: Bufeo, Chuinentsa, Juyuintsa, Kambantsa, Kawao, Kurintsa, Panintsa, Tanguntsa, Tunguintsa y Yandanaentsa."
1199,Shompen,India,IND,sil,Critically endangered,Shom Peng,,100,Prof. Udaya Narayana Singh (personal communication),7.0245,93.8232,living inside forests on Great Nicobar Island
106,Soo,Uganda,UGA,teu,Critically endangered,"So, Tepeth, Tepes",,100,"Eithne Carlin, 1993 The So language. (AMO2) University of Cologne.",2.161,34.5986,
1223,Tai Nora,India,IND,,Critically endangered,Khamyang,,100,,26.8485,94.5648,
1224,Tai Rong,India,IND,,Critically endangered,Tai Long,,100,,26.9024,94.757,"Assam, around Jorhat in Sibsagar Dt."
1220,Tangam,India,IND,adi,Critically endangered,,,100,,29.1473,94.5538,"Arunachal Pradesh, West Siang Dt.; on upper Siang River valley, a few villages southeast of Tuting."
1847,Tariana (Brazil),Brazil,BRA,tae,Critically endangered,,,100,"Databank Moore, 2008.",0.9228,-67.5439,
2483,Tirahi,Afghanistan,AFG,tra,Critically endangered,Tirāhī,,100,"Dr. George van Driem in Encyclopaedia of the World Endangered Languages, ed by Christopher Moseley. 2007",34.3139,70.3729,southeast of Jalalabad
864,"Ute (Colorado, Southern Ute)",United States of America,USA,ute,Severely endangered,,,100,Golla et al. ms.,37.115,-107.6331,Southern Ute Tribe
2131,Vehes,Papua New Guinea,PNG,val,Severely endangered,,,100,Grimes 2000,-6.9427,146.9311,Morobe Province
245,Wik Ngathan,Australia,AUS,wig,Definitely endangered,Wik Ngathana,,100,,-14.9561,141.8884,
1874,Xokleng,Brazil,BRA,xok,Critically endangered,"Bugres, Botocudos, Aweikoma, Xokrén, Kaingang de Santa Catarina, Aweikoma-Kaingang; Shokleng, Laklanô",,100,"www.socioambiental.org
Moore, 2008, IBGE databank 
Moore, 2008, Scientific American (Brasil)
",-26.5522,-49.0779,
20,Yangkam,Nigeria,NGA,bsx,Critically endangered,Bashar,,100,"Roger Blench, Ethnologue",9.1048,9.8904,
2104,Yarawata,Papua New Guinea,PNG,yrw,Severely endangered,,,98,Grimes 2000,-4.9377,145.4946,Madang Province
1480,O'odham (Mexico),Mexico,MEX,ood,Definitely endangered,"Pima-Papago, Papago",,94,"Contributor Zarina Estrada, INALI data, 2000 Census",31.5188,-112.7472,"Localities of Quitovac and others in the municipality of Plutarco Elías Calles; locality of San Francisco Pápagos and others in the municipality of Caborca; municipality of Altar, in the state of Sonora"
2124,Samosa,Papua New Guinea,PNG,swm,Severely endangered,,,94,Grimes 2000,-5.0116,145.5386,Madang Province
2116,Mindiri,Papua New Guinea,PNG,mpn,Severely endangered,,,93,Grimes 2000,-5.5517,146.1538,Madang
2130,Usu,Papua New Guinea,PNG,usu,Severely endangered,Uya,,93,Grimes 2000,-5.2851,145.4974,Madang Province
1939,Iteri,Papua New Guinea,PNG,itr,Severely endangered,,,90,Grimes 2000,-4.0807,141.5039,Sandaun (West Sepik) Province
225,Ngarinyin,Australia,AUS,ung,Definitely endangered,"Ungarinyin, Ungarinjin.  Dialects: Wilawila, Wolyamidi, Guwidj, Wurla (Worla, Worlaja, Wula, Ola, Walar, Wuladja, Wuladjangari).",,90,,-16.9096,125.4199,
2650,Repanbitip,Vanuatu,VUT,rpn,Definitely endangered,,,90,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-16.3155,167.6026,Southeast Malekula Island
2573,Tofanma,Indonesia,IDN,tlg,Vulnerable,,,90,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-3.5675,140.7925,Irian Jaya
2127,Taiap,Papua New Guinea,PNG,gpn,Severely endangered,,,89,Grimes 2000,-4.1,144.5,East Sepik Province
1259,Kusunda,Nepal,NPL,"kru, kxl",Critically endangered,कुसुण्डा; Kusanda,,87,"Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.

ethnologue.com",27.9275,84.2866,near Damaulī and Gorkhā
1916,Patamona (Brazil),Brazil,BRA,pbc,Vulnerable,,,87,"Databank Moore, 2008.",4.5216,-60.3808,Karib language of Roraima
1442,Xiri,South Africa,ZAF,xii,Critically endangered,Cape Hottentot variant?,,87,Ethnologue,-31.3924,21.0498,no location mentioned in Ethnologue
2558,Narau,Indonesia,IDN,nxu,Severely endangered,,,85,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-3.3818,139.8202,Irian Jaya
2105,Ak,Papua New Guinea,PNG,akq,Severely endangered,,,83,Grimes 2000,-3.6093,141.6604,Sandaun (West Sepik) Province
1928,Araona,Bolivia (Plurinational State of),BOL,aro,Severely endangered,,,81,"Crevels et alii (2002), 'Current Studies in the Languages of South America'",-12.4473,-68.1372,"Province of Abel Iturralde, Department of La Paz, Bolivia"
2099,Ari,Papua New Guinea,PNG,aac,Severely endangered,,,80,Grimes 2000,-8,142.4,Western Province
1969,Assiniboine (Canada),Canada,CAN,asb,Critically endangered,,,80,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",50.3536,-103.4841,Spread over 2 communities in Canada
2100,Dorro,Papua New Guinea,PNG,mxw,Severely endangered,Namo,,80,Grimes 2000,-9.1834,141.8994,Western Province
1005,Gong,Thailand,THA,ugo,Severely endangered,"Ugong, Lawa, Lawa Gong",,80,Fieldwork (2008),15.088,99.523,
2537,Itik,Indonesia,IDN,itx,Vulnerable,Betef,,80,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-2.3181,139.148,Irian Jaya
2686,Mari,Papua New Guinea,PNG,mbx,Severely endangered,Dorro (may be a dialect of),,80,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-9.0478,141.8994,"Western third of the south coast, around Tais settlement, inland about 15km,  Western Province"
2158,Pwapwa,New Caledonia (France),NCL,pop,Severely endangered,,,80,Rivierre et al. 2003,-20.8074,164.5367,"Boyen, NW New Caledonia"
2704,Somm,Papua New Guinea,PNG,smc,Definitely endangered,Som,,80,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-6.1296,146.4642,"East of Wantoat settlement, Uruwa River, on the middle of Som River, western end of Huon Peninsula, Morobe Province"
2572,Tobati,Indonesia,IDN,tti,Severely endangered,Yotafa,,80,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-2.6059,140.7997,Irian Jaya
1924,Moré,Bolivia (Plurinational State of),BOL,ite,Critically endangered,Itenez,,76,"Crevels, in Crevels et al. (2002), Current Studies on South American Languages.",-12.0822,-64.9731,
2145,Mores,Vanuatu,VUT,rga,Severely endangered,,,75,Lynch & Crowley 2001,-15.3583,166.8988,Santo
2119,Musan,Papua New Guinea,PNG,mmp,Severely endangered,Musian,,75,Grimes 2000,-4.0355,141.361,Sandaun (West Sepik) Province
2121,Papi,Papua New Guinea,PNG,ppe,Severely endangered,,,75,Grimes 2000,-4.5,142,Sandaun (West Sepik) Province
2374,Sarcee,Canada,CAN,srs,Critically endangered,Tsuut’ina,,75,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",50.9682,-114.3851,Spread over 1 communities in Canada
2377,Sekani,Canada,CAN,sek,Critically endangered,,,75,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",58.0952,-122.7067,Spread over 3 communities in Canada
2101,Arawun,Papua New Guinea,PNG,awm,Severely endangered,,,73,Grimes 2000,-5.5093,145.8929,Madang Province
1934,Siriano (Brazil),Brazil,BRA,sri,Vulnerable,Siria-Masã,,71,"Databank Moore, 2008.",0.5244,-67.5,
1368,Teko,Mexico,MEX,ttc,Severely endangered,"Tektiteko, qyool",,71,"Census 2000, information provided by INALI
Complementary information provided by contributor H. Antonio García Zúñiga",15.6582,-92.1427,"Municipalities of Amatenango de la Frontera, Frontera Comalapa and Mazapa de Madero in the state of Chiapas"
1886,Anus,Indonesia,IDN,auq,Severely endangered,,,70,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-2.1268,139.5126,Irian Jaya
2518,Awera,Indonesia,IDN,awr,Vulnerable,,,70,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-2.7084,136.0395,Irian Jaya
1873,Boruca,Costa Rica,CRI,,Critically endangered,"Borunca, Burunca, Brunca",,70,"Census 2000, Constenla article",9.001,-83.323,20km in the South of Buenos Aeres city in the Puntarenas Province
2528,Doutai,Indonesia,IDN,tds,Severely endangered,"Doutai, Dou, Dou-Fou, Taori",,70,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-3.2282,138.2189,Irian Jaya
156,East Cape Yupik,Russian Federation,RUS,ynk,Critically endangered,Naukan Yupik,,70,"Nikolai Vakhtin: Siberian Yupik and other languages of Chukotka. — Bicultural education in the North: Ways of preserving and enhancing. indigenous peoples’ languages and traditional knowledge. Edited by Erich Kasten. Münster: Waxmann, 1998. http://www.siberian-studies.org/publications/PDF/bevakhtin.pdf | Г. А. Меновщиков: Азиатских эскимосов язык. — Языки мира: Палеоазиатские языки. Москва: Индрик, 1997. 75–81.",66.0166,-169.7166,"translocated in several settlements in Chukchi Autonomous District, including Uelen, Lorino, Lavrentiya, Provideniya"
2535,Iresim,Indonesia,IDN,ire,Severely endangered,,,70,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-3.6011,135.1428,Irian Jaya
2645,Mafea,Vanuatu,VUT,mkv,Definitely endangered,Mavea,,70,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-15.4219,167.2366,"Mafea and Ais Islands, East Santo Island"
1474,Vilamovian,Poland,POL,wym,Severely endangered,Wilamowicean; Wymysorys,,70,"The making of a language: the case of the idiom of Wilamowice, southern Poland / by Tomasz Wicherkiewicz. Trends in Linguistics, Documentation 19; Berlin & New York: Mouton de Gruyter, 2003.",49.7909,18.762,"the village of Wilamowice, southern Poland; an outlying dialect of German"
1263,Western Chocho,Mexico,MEX,,Severely endangered,"ngiba, Chochotec, Chocholtec",,70,Census 2000 and information provided by INALI,17.7486,-97.4409,"7 municipalities among them San Miguel Tulancingo, Ocotlán, San Francisco Teopan, San Pedro Nopala, Santa María Magdalena and Jicotlán in the state of Oaxaca"
2084,Yankunytjatjara,Australia,AUS,kdd,Definitely endangered,"Yankunjtjatjarra, Yankuntatjara, Jangkundjara, Kulpantja.",,70,,-27.3132,132.0666,
250,Yanyuwa,Australia,AUS,jao,Severely endangered,"Yanyula, Janjula, Anyula, Wadiri, Yanula, Aniula, Anula, Leeanuwa.",,70,,-15.9613,136.3842,
2132,Yapunda,Papua New Guinea,PNG,yev,Severely endangered,,,69,Grimes 2000,-3.5,142.4,Sandaun (West Sepik) Province
2663,Bothar,Papua New Guinea,PNG,bow,Severely endangered,Rema,,68,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-9.0695,141.155,"Morehead District, Western Province (Ethnologue locates it rather in Indonesia)"
1710,Kari'ña (Brazil),Brazil,BRA,"car, ciy",Definitely endangered,"Kaliña, Galibi",,66,"Databank Moore, 2008.",4.0067,-51.6027,
232,Ritharrngu,Australia,AUS,rit,Definitely endangered,"Ritarungo, Ritarnugu, Ritharngu, Ridharrngu, Ridarngo, Wagelak, Wawilag.",,66,,-13.1543,134.8242,
1571,Northern Straits Salish,United States of America,USA,sal,Critically endangered,"It has three well-known dialects, Saanich, Samish, and  Lummi. Straits Salish is a group of two languages which includes Northern Straits Salish and Klallam.",,65,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",48.488,-122.6363,"The Saanich dialect has about 20 first-language speakers, the youngest around 60, with about 100 second-language speakers; the Samish dialect has about 5  speakers; the Lummi dialect has no first-language speakers.  "
2126,Sumariup,Papua New Guinea,PNG,siv,Severely endangered,,,65,Grimes 2000,-4.7,143.3,East Sepik Province
1371,Ixil (Mexico),Mexico,MEX,,Critically endangered,,,64,"Census 2000, information provided by INALI
Complementary information provided by contributor H. Antonio García Zúñiga",19.508,-89.3188,Localities of Los Laureles and Quetzal-Edzná in the municipality of Campeche; locality of Maya Balam in the municipality of Othón P. Blanco in the state of Quintana Roo
493,Orok,Russian Federation,RUS,oaa,Critically endangered,Uilta; ульта,,64,"Л. В. Озолиня: Орокский язык. — Языки народов России: Красная книга. Москва: Academia, 2002. 143–148. | К. А. Новикова, Л. И. Сем: Орокский язык. — Языки мира: Монгольские языки; Тунгусо-маньчжурские языки; Японский язык; Корейский язык. Москва: Индрик, 1997.",52.3437,143.0557,"Nogliki, Poronaysk and Aleksandrovsk counties in Sakhalin Province, now mainly in the village of Val in Nogliki County; Orok speakers from the southern part of the island were evacuated to Hokkaido, Japan, after 1945, where the language is now extinct"
612,Carapana (Brazil),Brazil,BRA,cbc,Severely endangered,"Karapanã, Carapanã, Muteamasa, Ukopinõpõna",,63,"www.socioambiental.org
Moore, 2008, IBGE databank 
Moore, 2008, Scientific American (Brasil)
",-3.0966,-65.061,"The group lives in indigenous lands Alto Rio Negro, São Gabriel and Pari-Cachoeira, north-western Amazonas State - Brazil."
2085,Yan-nhangu,Australia,AUS,jay,Definitely endangered,"Jarnango, Nangu, Yanangu.",,61,"James, Bentley 2009 Time and Tide in the Crocodile Islands: Yan-nhangu marine identity, economy & history. PhD thesis, Australian National University.",-12.094,134.89,
2659,Atemble,Papua New Guinea,PNG,ate,Definitely endangered,Atemple,,60,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-5.1292,144.7421,"Northwest of Aiome and upstream from Annaberg, Madang Province"
2660,Bagupi,Papua New Guinea,PNG,bpi,Definitely endangered,,,60,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-5.0454,145.5822,"Headwaters of the Gogol river, west of Mabanob, northwest of Madang town, Madang Province"
2003,Carapana (Colombia),Colombia,COL,cbc,Definitely endangered,Karapanã,,60,,0.9337,-70.8178,
185,Gooniyandi,Australia,AUS,gni,Severely endangered,"Guniyandi, Guniandi, Gunian, Kunian, Kuniyan, Guniyan, Guniyn, Kunan, Koneyandi, Konejandi",,60,,-18.8335,125.9912,
188,Gurrgoni,Australia,AUS,gge,Vulnerable," Guragone, Gurrogone, Gorogone, Gun-Guragone, Gungorogone, Gunagoragone, Gutjertabia",,60,"Green, Rebecca 2003 Gurr-goni, a minority language in a multilingual community surviving into the 21st century. In Joe Blythe and R. McKenna Brown (eds) Maintaining the Links. Language, Identity and the Land. Proceedings of the Seventh Conference Presented by the Foundation for Endangered Languages. Broome, Western Australia, 22-24 September 2003. Bath: Foundation for Endangered Languages, 127-134",-12.1037,134.3408,
196,Kija,Australia,AUS,gia,Severely endangered,"Kitja, Gidja, Kidja",,60,,-18.0832,128.1884,
959,Montana Salish,United States of America,USA,fla,Critically endangered,Flathead,,60,,47.5944,-114.1182,Flathead Reservation in western Montana
222,Ngangikurunggurr,Australia,AUS,nam,Severely endangered,"Nangikurrunggurr, Ngankikurungkurr, Ngangkikurungkurr, Ngenkikurrunggur, Ngangikarangurr, Ngankikurrunkurr, Nangikurunggurr.  Dialects: Tyemeri (Moil, Ngankikurrunkurr), Ngenkiwumerri (Nangumiri, Nangiomeri, Angomerry, Marewumiri, Nangimera, Ngangomo",,60,,-14.6792,130.3967,
912,Olultecan,Mexico,MEX,,Severely endangered,,,60,"Contributor:  Leopoldo Valiñas, Census 2005, Information provided by INALI",17.9277,-94.8969,"Municipality of Oluta, state of Veracruz"
1792,Senaya,Iran (Islamic Republic of),IRN,syn,Critically endangered,"Sena:ya, Christian Neo-Aramaic, Shan Sray, Lshan Sray, Soray, Sray, Shan Gyanan",,60,"H. Mutzafi, 1997. ",36.2664,50.0042,Tehran and Qazvin
2387,Tahltan,Canada,CAN,tht,Critically endangered,,,60,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",57.8451,-129.9745,Spread over 4 communities in Canada
1696,Tembé,Brazil,BRA,tqb,Severely endangered,"Timbé, Tenetehara, Tenetehar",,60,"Moore, 2008.",-2.6467,-46.7248,"Tembé and Guajajara are dialects of the same language, according to the Tembé, who see little difference"
2118,Mosimo,Papua New Guinea,PNG,mqv,Severely endangered,,,58,Grimes 2000,-4.9473,145.5551,Madang Province
656,Tapayuna,Brazil,BRA,suy,Severely endangered,"Tapaiuna, Beiço-de-Pau",,58,"www.socioambiental.org
Moore, 2008, IBGE databank 
Moore, 2008, Scientific American (Brasil)
",-10.5559,-53.0639,The group lives in the Mato Grosso state and south-western Pará State - Brazil.
2107,Bepour,Papua New Guinea,PNG,bie,Severely endangered,,,57,Grimes 2000,-4.586,145.4184,Madang
2102,Faita,Papua New Guinea,PNG,faj,Severely endangered,,,57,Grimes 2000,-5.657,145.5001,Madang Province
1885,Teribe (Costa Rica),Costa Rica,CRI,tfr,Critically endangered,Térraba,,57,Census 2000 and Constenal article,9.0593,-83.2876,"Térraba valley, southwestern Costa Rica"
726,Kiliwa,Mexico,MEX,klb,Critically endangered,,,56,Contributor: Steven Marlett,31.25,-115.6166,"Ensenada, BC"
2117,Moere,Papua New Guinea,PNG,mvq,Severely endangered,,,56,Grimes 2000,-4.6038,145.437,Madang Province
1919,Baure,Bolivia (Plurinational State of),BOL,brg,Critically endangered,,,55,"S. Danielsen (2007), 'Baure'.",-13.1008,-64.5007,
261,Southern Haida,Canada,CAN,hax,Critically endangered,,,55,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",53.2697,-131.9861,Spread over 1 communities in Canada
2389,Tlingit (Canada),Canada,CAN,tli,Critically endangered,,,55,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",60.171,-132.7395,Spread over 3 communities in Canada
162,Upper Tanana (United States of America),United States of America,USA,tau,Critically endangered,,,55,"Krauss 2007
Golla et al. ms",62.6867,-141.2182,"villages of Northway, Tetlin, and Tok in Alaska"
944,Zapotec of Asunción Tlacolulita,Mexico,MEX,zpk,Critically endangered,tixhnguizë,,53,"Cotributor: Thomas C Smith Stark, Census 2000",16.3,-95.7166,Municipality of Asunción Tlacolulita
660,Trumai,Brazil,BRA,tpy,Critically endangered,,,51,Raquel Guirardelo-Damian 2007,-11.8807,-53.6009,Terra Indígena do Xingu  - Estado de Mato Grosso - Brasil
570,Arabela,Peru,PER,arl,Severely endangered,Chiripuno,,50,ILV. 2006,-1.5818,-75.3881,"Departamento de Loreto, cabeceras del río Napo (afluente Nashiño). Aldea de  Buena  Vista, entre otras."
2159,Arha,New Caledonia (France),NCL,aqr,Critically endangered,,,50,Rivierre et al 2003,-21.3047,165.0146,Poya region
230,Banjima,Australia,AUS,pnw,Severely endangered,"Panytyima, Pandjima, Panjtjima, Bandjima, Panjima, Panyjima",,50,,-22.289,119.3774,
1525,Bella Coola,Canada,CAN,blc,Critically endangered,Nuxalk,,50,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",52.3823,-126.7255,Spread over 1 communities in Canada
2278,Budong-Budong,Indonesia,IDN,bdx,Critically endangered,Tangkou,,50,Grimes 2000,-2.0601,119.3074,"Sulawesi, Indonesia"
2666,Bulgebi,Papua New Guinea,PNG,bmp,Definitely endangered,,,50,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-5.7485,146.4532,"15km south of Saidor, inland on the eastern end of southern coast of Astrolabe Bay, Madang Province"
2025,Chiquitano (Brazil),Brazil,BRA,cax,Critically endangered,Chiquito,,50,"Áurea Santana, FUNAI, Cuiabá, pc",-17.4345,-58.0627,
474,Forest Yukagir,Russian Federation,RUS,yux,Critically endangered,Southern Yukagir; Kolyma Yukagir; Forest Yukaghir; Kolyma Yukaghir; Odul,,50,Elena Maslova: Yukaghir languages http://www.stanford.edu/~emaslova/Yukaghir.htm,65.4936,151.0757,"earlier on the sources of the Kolyma, divided between the Republic of Sakha (Yakutia) and Magadan Province, now largely concentrated in the village of Nelemnoye as well as in the county centre Zyryanka in Upper Kolyma (Verkhnekolymskiy) County in the Republic of Sakha"
2103,Gorovu,Papua New Guinea,PNG,grg,Severely endangered,,,50,Grimes 2000,-4.5,144.6,East Sepik Province
1753,Iduh (Lao PDR),Lao People's Democratic Republic,LAO,,Critically endangered,,,50,,19.3292,103.3758,
379,Karaim (Lithuania),Lithuania,LTU,kdr,Severely endangered,,,50,"Éva Ágnes Csató: Karaim. — Minor languages of Europe. Thomas Stolz (ed.). Bochum-Essener Beiträge zur Sprachwandelforschung 30, Bochum: Brockmeyer, 2001.",54.642,24.9499,Trakai (Troki) region
1001,Kasong,"Cambodia, Thailand","KHM, THA",syo,Critically endangered,"Chong of Trat, Suoy",,50,Fieldwork (2008),12.564,102.529,
2540,Kayupulau,Indonesia,IDN,kzu,Critically endangered,,,50,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-2.5464,140.725,Irian Jaya
2311,Lolak,Indonesia,IDN,llq,Critically endangered,,,50,Grimes 2000,0.8569,124.0081,Sulawesi
2583,Maku'a,Timor-Leste,TLS,lva,Critically endangered,"Lovaea, Lovaya",,50,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-8.4017,127.2271,
625,Makurap,Brazil,BRA,mpu,Severely endangered,Macurap,,50,"www.socioambiental.org
Moore, 2008, IBGE databank 
Moore, 2008, Scientific American (Brasil)
",-12.1682,-63.0285,"The group lives in the indigenous lands Rio Branco, south-western Rondônia State - Brazil."
212,Miriwoong,Australia,AUS,mep,Critically endangered,"Mirung, Merong, Miriwun, Miriwung.",,50,,-16.7631,128.9025,
2557,Moraori,Indonesia,IDN,mok,Severely endangered,Morori,,50,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-8.7113,140.7128,Irian Jaya
216,Nakkara,Australia,AUS,nck,Severely endangered,"Nakara,  Kokori, Nagara.",,50,,-12.1145,134.5825,
224,Ngarinman,Australia,AUS,nbj,Severely endangered,"Airiman, Hainman, Ngaiman, Ngrarmun.  Dialects: Bilinara (Pilinara).",,50,,-16.6782,129.7485,
2622,Norfolk-Pitcairn (Pitcairn),Pitcairn  (U.K.),PCN,pih,Vulnerable,"Norfolkese, Norfuk , Pitcairnese, Pitkern",,50,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-24.3721,-128.3203,Pitcairn Island
886,Omaha-Ponca,United States of America,USA,oma,Critically endangered,Omaha and Ponca are two dialects of a single Dhegiha Siouan language.,,50,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge. ",42.0817,-96.4855,Macy and Walthill in rural southeastern Nebraska.
98,Omotik,Kenya,KEN,omt,Critically endangered,Laamoot,,50,"Franz Rottland, Ethnologue",-1.115,35.9143,
2455,Onge,India,IND,oon,Critically endangered,Ong,,50,,10.639,92.4938,
2409,Patua,China,CHN,mzs,Critically endangered,"Macanese, Macao Portuguese creole",,50,Bradley 2007,22.1632,113.5464,Macao
