,Unnamed: 0,ISO639-3 codes,Name in English_2023,Alternate names_2023,Degree of endangerment_2023,Number of speakers (2023),Language Branch,Comments,Description of language,Countries_2023,Continent,Coordinates,ID,Name in English_2024,Countries_2024,Country codes alpha 3,Degree of endangerment_2024,Alternate names_2024,Name in the language,Number of speakers 2024,Sources,Latitude,Longitude,Description of the location,Speaker Change (%),Speaker Change (absolute)
19630,2965,ute,Ute,Ute-Southern Paiute; Pai Ute; Paviotso; South Paiute; Southern Paiute; Chemehuevi; Ute-Chemehuevi,"Endangered (80 percent certain, based on the evidence available)",3500.0,Uto-Aztecan; Northern Uto-Aztecan; Numic,,"Ute-Chemehuevi is a dialect chain within Southern Numic that extends from central Colorado westward across Utah and southern Nevada to the eastern Mojave Desert in California. There are three major regional varieties, all mutually intelligible. Ute (Colorado and central Utah), Southern Paiute (southern Utah, Arizona, and Nevada), and Chemehuevi (southern California).",USA;,North America,"37.6818,-113.088; 34.0138,-114.2146; 37.115,-107.6331; 37.2105,-108.7223; 40.2329,-109.8223",1470,Chemehuevi,United States of America,USA,Critically endangered,Ute-Chemehuevi. Chemehuevi and Ute are considered dialects of the same language.,,3.0,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge; personal interview.

",34.0138,-114.2146,"Colorado River Indian Reservation at Parker, Arizona, and on the neighboring Chemehuevi Reservation in California.  ",-99.91428571428571,-3497.0
19631,2965,ute,Ute,Ute-Southern Paiute; Pai Ute; Paviotso; South Paiute; Southern Paiute; Chemehuevi; Ute-Chemehuevi,"Endangered (80 percent certain, based on the evidence available)",3500.0,Uto-Aztecan; Northern Uto-Aztecan; Numic,,"Ute-Chemehuevi is a dialect chain within Southern Numic that extends from central Colorado westward across Utah and southern Nevada to the eastern Mojave Desert in California. There are three major regional varieties, all mutually intelligible. Ute (Colorado and central Utah), Southern Paiute (southern Utah, Arizona, and Nevada), and Chemehuevi (southern California).",USA;,North America,"37.6818,-113.088; 34.0138,-114.2146; 37.115,-107.6331; 37.2105,-108.7223; 40.2329,-109.8223",1473,Southern Paiute,United States of America,USA,Severely endangered,,,,Golla et al. ms.,37.6818,-113.088,"Southern Paiute is spoken in ten communities in Utah, Nevada, and Arizona, including five Southern Paiute communities in Utah,  the San Juan Paiute and Kaibab Paiute in northern Arizona, and three tribes in Southern Nevada in Moapa, Las Vegas, and Pahrump.",,
19632,3409,usu,Uya,Usu;,"Endangered (20 percent certain, based on the evidence available)",270.0,Trans-New Guinea; Madang,,,Papua New Guinea;,Pacific,"-5.2851,145.4974",2130,Usu,Papua New Guinea,PNG,Severely endangered,Uya,,93.0,Grimes 2000,-5.2851,145.4974,Madang Province,-65.55555555555556,-177.0
19633,3402,vaf,Vafsi,,"Vulnerable (20 percent certain, based on the evidence available)",20000.0,Indo-European; Indo-Iranian; Iranian; Western Iranian,,,Iran;,Near East,"34.6666666667,49.9166666667",1797,Vafsi,Iran (Islamic Republic of),IRN,Definitely endangered,,,18000.0,,34.0867,49.8861,"Vafs, Arak District, Markazi Province, Iran",-10.0,-2000.0
19634,3372,vnk,Vano,Vanikoro; Vanikolo; Lovono;,"Critically Endangered (20 percent certain, based on the evidence available)",5.0,Austronesian; Malayo-Polynesian; Oceanic; Temotu,,,Solomon Islands;,Pacific,"-11.6286,166.8383",2138,Vano,Solomon Islands,SLB,Critically endangered,Lovono,,5.0,"Tryon & Hackman 1983, Alexandre François 2006 - http://alex.francois.free.fr/AF-terrain.htm",-11.6286,166.8383,Vanikoro,0.0,0.0
19635,3834,alm,Varavara,Amblong; Aje,"Endangered (60 percent certain, based on the evidence available)",100.0,Austronesian; Malayo-Polynesian; Oceanic; Northern Vanuatu,,,Vanuatu;,Pacific,"-15.4933, 166.9846",2638,Amblong,Vanuatu,VUT,Definitely endangered,,,150.0,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-15.4933,166.9846,Santo,50.0,50.0
19636,3398,ved,Veddah,Veda; Vedda; Veddha; Weda; Wedda; Weddo; Beda; Bedda,Dormant (),100.0,Indo-European; Indo-Iranian; Indo-Aryan,,,Sri Lanka;,South Asia,"7.0,81.0",1593,Vedda,Sri Lanka,LKA,Definitely endangered,Veddha; Veda; Weda; Weddo; Beda; Bedda; Vaedda,,300.0,,7.346,81.3935,"Eastern Mountains, Badulla and Polonnaruwa districts",100.0,200.0
19637,2704,val,Vehes,Buasi; Vehees;,"Severely Endangered (20 percent certain, based on the evidence available)",70.0,Austronesian; Malayo-Polynesian; Oceanic; North New Guinea,,,Papua New Guinea;,Pacific,"-6.9427,146.9311",2131,Vehes,Papua New Guinea,PNG,Severely endangered,,,100.0,Grimes 2000,-6.9427,146.9311,Morobe Province,42.857142857142854,30.0
19638,3002,vep,Veps,Vepsian; vepsä; вепсский язык; lüüd; vesj; chudj; Wepsisch; vepse; lüd; vepsy; Vepsä; Vepsisch; l΄üd'ikel΄; vepsskij jazyk; Chudy; Chuhari; Chukhari; vepsän kel’; ,"Severely Endangered (100 percent certain, based on the evidence available)",3613.0,Uralic; Finnic,"Veps belongs to the Baltic-Finnic group of the Finno-Ugric languages. According to the location of the people, it is divided into three main dialects: Northern or Äänis-Veps, Central-Veps and Southern Veps. (The Red Book of the Peoples of the Russian Empire)",,Russia;,Caucasus;Europe;East Asia,"60.0,35.0",420,Veps,Russian Federation,RUS,Severely endangered,“Vepsian”,,5753.0,,60.3269,34.8046,"three dialect areas: Northern Veps:  the eastern part of Onega (Prionezhskiy) County in the Republic of Karelia; Central Veps: across the boundary of St. Petersburg (Leningrad) and Vologda provinces, mainly in the southern part of Podporozh’ye County, the eastern corner of Tikhvin County and the northeastern part of Boksitogorsk counties in St. Petersburg Province, and the western parts of Babayevo and Vytegra counties in Vologda Province; Southern Veps: the southeastern part of Boksitogorsk County",59.23055632438417,2140.0
19639,1101,vid,Vidunda,Chividunda; Kividunda; Ndunda,"Threatened (100 percent certain, based on the evidence available)",10000.0,Niger-Congo; Atlantic-Congo; Benue-Congo; Southern Bantoid,,,Tanzania;,Africa,"-6.8664, 37.304",120,Vidunda,United Republic of Tanzania,TZA,Vulnerable,,,10000.0,Karsten Legère,-6.8664,37.304,,0.0,0.0
19640,1849,vil,Vilela,,Dormant (),0.0,Lule-Vilela,,,Argentina;,South America,"-26.9808,-59.6777",662,Vilela,Argentina,ARG,Extinct,,,0.0,"- Golluscio  2005  “Documentación de lenguas amenzadas en su contexto etnográfico” en Bein, Roberto y Graciana Vázquez Villanueva (eds.) Actas Congreso Internacional Políticas Culturales e Integración Regional. Buenos Aires: Instituto de Lingüística, UBA (CD-Rom).
- Ethnologue",-26.9808,-59.6777,"East central Chaco Province near Paraguay border, also in Santa Fe and Buenos Aires. ",,0.0
19905,10765,mlv,Volow,Valuwa,"Critically Endangered (60 percent certain, based on the evidence available)",1.0,Austronesian; Malayo-Polynesian; Oceanic; Northern Vanuatu,,This language was considered a dialect of Mwotlap [mlv].,Vanuatu;,Pacific,"-13.65, 167.713",2507,Volow,Vanuatu,VUT,Critically endangered,Valuwa,,1.0,"Alexandre François 2008
http://alex.francois.free.fr/AF-terrain.htm",-13.6433,167.7159,Motalava Island,0.0,0.0
19906,2993,vot,Votic,Vod; Vot; водский язык; vaďďaa tšeeli; maa tšeeli; vađđa; vadjdjaa; maaceeli; Wotisch; vad'd'alaizet; vod'; čudy; Vodian; Votish; Votisch; vodskij jazyk; vadjan keel; vatjan kieli; Vote; Votian; ,"Critically Endangered (80 percent certain, based on the evidence available)",10.0,Uralic; Finnic,"The Votic language belongs to the southern group of the Baltic-Finnic languages and is the closest relative of the Estonian language. Western, eastern (main dialects), Kukkusi and Kreevin dialects can be distinguished. (The Red Book of the Peoples of the Russian Empire)",,Russia;,Caucasus;Europe;East Asia,"59.5,30.0",423,Vote,Russian Federation,RUS,Critically endangered,"“Votian”, “Votic”; “Vod” (incorrect)",,20.0,,59.5858,28.4518,"Kingisepp County in the west of St. Petersburg (Leningrad) Province, concentrated in the villages of Krakol’e (Jõgõperä) and Peski-Luzhitsy (Liivtšülä-Luuditsa), until recently also in Kotly (Kattila) and Mezhniki (Rajo), which belong to the area of the Western dialect; the last speakers of Eastern Vote, in Icipino (Itšäpäivä), died probably in the 1960s, and those of the distinct, Ingrian-influenced dialect of Kurovitsy (Kukkusi) in the 1980s",100.0,10.0
20171,531,vum,Vumbu,Yivoumbou;,"Endangered (20 percent certain, based on the evidence available)",500.0,Niger-Congo; Atlantic-Congo; Benue-Congo; Southern Bantoid,,,Gabon;,Africa,"-1.8783, 10.816",50,Vumbu,Gabon,GAB,Definitely endangered,,,2460.0,Ethnologue,-1.8783,10.816,,100.0,1960.0
20172,1745,msn,Vurës,Mosina; Mosin; Banks-Inseln;,"Threatened (20 percent certain, based on the evidence available)",1050.0,Austronesian; Malayo-Polynesian; Oceanic; Northern Vanuatu,,,Vanuatu;,Pacific,"-13.874,167.5415",2510,Mwesen,Vanuatu,VUT,Critically endangered,Mosina,,15.0,"Alexandre François 2008
http://alex.francois.free.fr/AF-terrain.htm",-13.874,167.5415,"Vanua Lava Island, Banks Islands",-98.57142857142858,-1035.0
20173,2705,wab,Wab,Som;,"Endangered (20 percent certain, based on the evidence available)",120.0,Austronesian; Malayo-Polynesian; Oceanic; North New Guinea,,,Papua New Guinea;,Pacific,"-5.6296,146.39",2710,Wab,Papua New Guinea,PNG,Vulnerable,Som,,142.0,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-5.6296,146.39,"Near Saidor, on the north coast of Huon Peninsula, Madang Province",18.333333333333332,22.0
20174,2576,waq,Wagiman,Wogeman; Wageman; Wagaman; Wongkakaringa; Wakiman; Woggeman; Wogiman; Ongkakaringa;,"Severely Endangered (40 percent certain, based on the evidence available)",50.0,Isolate; Australian,,,Australia;,Australia,"-14.18804631,131.6147964",236,Wagiman,Australia,AUS,Severely endangered,"Wageman, Wogeman.",,11.0,,-14.1845,131.6546,,-78.0,-39.0
20175,3363,wbk,Waigali,Kalasa-alā; Waigalī; Wai-alā; Waigeli; Waygalī; Kalasha-ala;,"Threatened (20 percent certain, based on the evidence available)",1500.0,Indo-European; Indo-Iranian; Nuristani,,,Afghanistan;,Near East,"35.0,71.25",895,Waigali,Afghanistan,AFG,Definitely endangered,"kalaSa alâ, Waigeli, Waigalii, Waigala, Zhonjigali, Suki, Wai-Ala, Wai, Kalasha-Ala; Zemiaki (dialect)",,2000.0,"Dr. Richard F. Strand, 'Nuristan',  http://users.sedona.net/~strand/

Dr. George van Driem in 'Encyclopedia of the world's endangered languaged', ed. Christopher Moseley (2007).

",35.1895,71.1941,Vaigal valley in Nuristan Province and central Kunar Province of Afghanistan ,33.33333333333333,500.0
20176,2485,wmh,Waima'a,Uai Ma'a; Waimaha; Waimoa; Uaimo'a,"Threatened (20 percent certain, based on the evidence available)",3000.0,Austronesian; Malayo-Polynesian; Timor,,,East Timor;,Pacific,"-8.4995,126.3372",2587,Waima'a,Timor-Leste,TLS,Definitely endangered,,,3000.0,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-8.4995,126.3372,,0.0,0.0
20177,1956,atr,Waimirí-Atroarí,Yawaperí; Atruahí; Atroarí; Atroahí; Krishaná; Atruahi; Atroaí; Atrowari; Ki'nya; Atroahy;,"Threatened (20 percent certain, based on the evidence available)",1120.0,Cariban,,,Brazil;,South America,"-1.0985,-60.8203",1855,Waimirí-Atroarí,Brazil,BRA,Vulnerable,"Kinã, Kinja, Kinjá (autodenomination)",,1120.0,"Databank Moore,2008.",-1.0985,-60.8203,,0.0,0.0
20178,1519,waw,Waiwai,Uaiuai; Wai Wai; Katawiana; Parukotó; Parukota; Uaieue; Ouayeone; Wabui; Uai Uai,"Threatened (20 percent certain, based on the evidence available)",3154.0,Cariban; Parukotoan,,Some consider Tunayana (Katuena) a dialect of Waiwai. ,Brazil;Guyana;,South America,"1.0,-59.0",1699,Waiwai (Brazil),Brazil,BRA,Vulnerable,"Tunayana (in Suriname), Wai-Wái",,2916.0,"Databank Moore, 2008.",-0.7909,-58.2714,,-7.545973367152822,-238.0
20179,1519,waw,Waiwai,Uaiuai; Wai Wai; Katawiana; Parukotó; Parukota; Uaieue; Ouayeone; Wabui; Uai Uai,"Threatened (20 percent certain, based on the evidence available)",3154.0,Cariban; Parukotoan,,Some consider Tunayana (Katuena) a dialect of Waiwai. ,Brazil;Guyana;,South America,"1.0,-59.0",1989,Waiwai (Suriname),Suriname,SUR,Critically endangered,"Katuena, Wai-Wái in Brazil, WaiWai in Guyana, Tunayana in Suriname",,750.0,"R. Hemmauer (pers. comm.).
Carlin and Arends (2002), 'Atlas of the Languages of Suriname'.",2.1528,-56.206,"The Tunayana Waiwai live in a Trio community in southern Suriname, Kwamalasemutu.",-76.22067216233354,-2404.0
20180,1519,waw,Waiwai,Uaiuai; Wai Wai; Katawiana; Parukotó; Parukota; Uaieue; Ouayeone; Wabui; Uai Uai,"Threatened (20 percent certain, based on the evidence available)",3154.0,Cariban; Parukotoan,,Some consider Tunayana (Katuena) a dialect of Waiwai. ,Brazil;Guyana;,South America,"1.0,-59.0",318,Waiwai (Guyana),Guyana,GUY,Vulnerable,"Wai-Wái, Tunayana",,240.0,"J. Forte, in: Queixalós and Renault-Lescure, 'As línguas amazônicas hoje' (2000).",1.5598,-58.5131,"Gunn's Strip on the Upper Essequibo in the south of  Guyana (240 people). Most live in Brazil (states of Roraima, Pará and Amapá). Some speakers live among the Trio in Suriname.",-92.39061509194674,-2914.0
20181,2577,wbv,Wajarri,Watjari; Watjarri; Wadjari; Wadjeri; Wadgaree; Wajeri; Wajjari; Wajari; Waian-wonga; Baialdju; Pidong; Wad'arri; Iirrawad-'ari; Irawadjari; Kurduwongga; Kurduwonga; Maliara; Miliarra; Miliara; Cheangwa; Wardal; Yajeri; Jamadj; Yamaidyi; Muliara; Malleyearra; Meloria; Waianwonga;,"Severely Endangered (20 percent certain, based on the evidence available)",50.0,Pama-Nyungan; Kartu,,,Australia;,Australia,"-27.017537,116.147032",244,Wajarri,Australia,AUS,Severely endangered,"Watjari, Watjarri, Wadjari, Wadjeri.",,20.0,,-26.8841,116.6748,,-60.0,-30.0
20182,3155,wbl,Wakhi,Guhjali; Wakhani; Wakhigi; Vakhan; Khik,"Vulnerable (20 percent certain, based on the evidence available)",37570.0,Indo-European; Indo-Iranian; Iranian; Eastern Iranian,"The Wakhi language belongs to the southern group of the Pamir languages, in the Iranian group of the Indo-European family of languages, where the different Ishkashmi and Wakhi languages are included. The Wakhi language, rich in archaisms, differs considerably from the Pamir languages, and generally from the southeastern group of Iranian languages, having certain common characteristics with the Indian languages. Although divided by borders, the Wakhi language is still very much the same, and dialectal differences are not great. (The Red Book of the Peoples of the Russian Empire)
",,Tajikistan;Afghanistan;Pakistan;China;,South Asia;Near East;East Asia,"37.1603,74.9047",1379,Wakhi,"China, Pakistan, Tajikistan, Afghanistan","CHN, PAK, TJK, AFG",Definitely endangered,вахони,,75000.0,Elnazarov. A. Personal research,37.1603,74.9047,"Ishkashim district of GBAO, Tajikistan; Northern Pakistan; Badakhshan Province of Afghanistan and Tashkurghan district of Xinjiang Province of China.  ",99.62736225712004,37430.0
20183,3339,wll,Wali,Walari; Walarishe; Nubian (Hill); Ajang;,"Threatened (20 percent certain, based on the evidence available)",9000.0,Nubian,,"Karko [kko] and Wali speakers often identify themselves as speaking the same language, called Ajang... the term 'Ajang' is used among several Nuba Mountain languages of the Nubian group to refer to their common 
identity. (Krell 2012)",Sudan;,Africa,"11.9372, 29.3005",1730,Wali,Sudan,SDN,Critically endangered,Walari,,487.0,"Voegelin & Voegelin, Ethnologue",11.9372,29.3005,,-94.58888888888889,-8513.0
20184,2991,wln,Walloon,Walon; Wallon;,"Threatened (80 percent certain, based on the evidence available)",600000.0,Indo-European; Italic; Romance; Western Romance,,,Belgium;France;Luxembourg;,Europe,"50.4575,4.8559",1947,Walloon,"Belgium, France, Luxembourg","BEL, FRA, LUX",Definitely endangered,,,600000.0,,50.4575,4.8559,"the greater part of the province of Liège, the southern part of the province of Brabant, the province of Namur, the northern part of the province of Luxembourg and the eastern part of the province of Hainaut, Belgium; the north of the department of Ardennes (town of Givet), France, where severely endangered; formerly also in two or three villages (Doncols, Sonlez) in Luxemburg, where the last speakers died in the 1970s",0.0,0.0
20185,2578,wmt,Walmajarri,Juwaliny; Tjuwalinj; Tjiwaliny; Djualin;  Tjiwarliñ; Tjiwarliny; Djuwarliny Walmatjari; Walmatjiri; Walmajiri; Wolmeri; Pililuna; Walmatjari; Walmadjari; Warmala; Wulumari; Wolmera; Walmaharri; Wolmaharry;,"Endangered (20 percent certain, based on the evidence available)",860.0,Pama-Nyungan; Ngumpin-Yapa,,,Australia;,Australia,"-19.85264618,125.5392489",237,Walmajarri,Australia,AUS,Definitely endangered,"Walmadjari, Walmatjari, Walmatjiri, Walmajiri, Wolmeri, Pililuna.  Dialects: Djuwarliny (Juwaliny, Tjuwalinj).",,500.0,,-19.9939,125.5297,,-41.86046511627907,-360.0
20186,4918,ola,Walungge,Olangchung Gola; Walungchung Gola; Walung; Walunggi Keccya; Halung,"Threatened (60 percent certain, based on the evidence available)",1000.0,Sino-Tibetan; Bodish,,,India;Nepal;,South Asia,"27.6831,87.8256",1145,Ha-lung Tibetan,Nepal,NPL,Definitely endangered,Wallung; Walung; Olangchung Gola,,15000.0,"Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.

ethnologue.com",27.6831,87.8256,"Tāplejuṅ district, near the headwaters of the Tamor river",100.0,14000.0
20187,3336,wmb,Wambaya,MacArthur Subgroup;  Wombaia; Wambaja; Wampaja; Won-baia; Wom-by-a; Wombya; Yumpia; Umbaia; Umbia; Wambaia; Umbai; Wampaya; Wom-By-A;Wambayan;Binbinka;,"Critically Endangered (20 percent certain, based on the evidence available)",45.0,Mirndi,,,Australia;,Australia,"-16.31666942,135.2617924",238,Wambaya,Australia,AUS,Critically endangered,"Wambaia, Wambaja, Wombya, Wom-By-A, Umbaia, Yumpia.",,20.0,,-17.7696,134.923,,-55.55555555555556,-25.0
20188,5707,wme,Wambule,Umbule; Chaurasya; Tsaurasya; Chaurasia; Chourase; Chourasia; Ambule; Ombule; Chaurāsya; Tśaurasya; Chouras'ya',"Vulnerable (20 percent certain, based on the evidence available)",15000.0,Sino-Tibetan; Kiranti,,,Nepal;,South Asia,"29.25,85.9166666667",1111,Wambule,Nepal,NPL,Vulnerable,वाम्बुले; Ombule; Umbule; Ambule; Chaurasia; Chaurasya,,4471.0,"Opgenort, Jean Robert. 2004. A Grammar of Wambule. Grammar, Lexicon, Texts and Cultural Survey of a Kiranti Tribe of Eastern Nepal (xxix + 900 = 929 pp., 16 illus.). Brill's Tibetan Studies Library. Languages of the Greater Himalayan Region, 2. Leiden: Koninklijke Brill.

Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.

ethnologue.com",27.1746,86.4363,"Okhalḍhuṅgā, Khoṭāṅ and Udaypur districts, around the conﬂuence of the Dūdhkosī and Sunkosī rivers.",-70.19333333333333,-10529.0
20189,1955,gvc,Wanano,Uanana; Ananas; Wanana; Wanâna; Wanano; Anana; Kótedia; Kótirya; Uanano; Kotiria; Guanano; Kotedia; Wanana-Pirá; Piratapuyo; Waikena; Kotiria; Wanana; Wanano-Piratapuyo,"Threatened (20 percent certain, based on the evidence available)",2000.0,Tucanoan; Eastern Tucanoan,,"Ethnologue (2009) says Piratapuyo is close to Wanano linguistically (99%% lexical similarity) but ethnically distinct; the two groups do not intermarry. Ethnologue (2013) says Piratapuyo is reportedly similar to Guanano (Wanano) [gvc] but ethnically distinct, and that there is 75% intelligibility with Guanano (1992 N. Waltz).
Campbell (2012:108) and Kaufman (2007: 68)  lists Wanano and Piratapuyo as a single language.

",Brazil;Colombia;,South America,"0.833333333333,-69.5",1856,Wanano / Kotiria (Brazil),Brazil,BRA,Vulnerable,"Uanano, Wanano, Kotiria, Guanano (SIL)",,650.0,"Databank Moore, 2008.",0.6152,-67.5,,-67.5,-1350.0
20190,1955,gvc,Wanano,Uanana; Ananas; Wanana; Wanâna; Wanano; Anana; Kótedia; Kótirya; Uanano; Kotiria; Guanano; Kotedia; Wanana-Pirá; Piratapuyo; Waikena; Kotiria; Wanana; Wanano-Piratapuyo,"Threatened (20 percent certain, based on the evidence available)",2000.0,Tucanoan; Eastern Tucanoan,,"Ethnologue (2009) says Piratapuyo is close to Wanano linguistically (99%% lexical similarity) but ethnically distinct; the two groups do not intermarry. Ethnologue (2013) says Piratapuyo is reportedly similar to Guanano (Wanano) [gvc] but ethnically distinct, and that there is 75% intelligibility with Guanano (1992 N. Waltz).
Campbell (2012:108) and Kaufman (2007: 68)  lists Wanano and Piratapuyo as a single language.

",Brazil;Colombia;,South America,"0.833333333333,-69.5",2014,Wanano / Kotiria (Colombia),Colombia,COL,Definitely endangered,"Guanano, Kotiria is autodenomination in Brazil",,,,1.0106,-69.6423,,,
20191,5708,nnp,Wancho Naga,"Wancho; Banpara; Banpara Naga; Joboka; Naga, Wancho","Vulnerable (20 percent certain, based on the evidence available)",30000.0,Sino-Tibetan; Brahmaputran,,,India;,South Asia,"26.9759,95.4656",1108,Wancho,India,IND,Vulnerable,,,49000.0,,26.9759,95.4656,"Arunachal Pradesh, Changlang Dt.",63.33333333333333,19000.0
20192,2800,wno,Wano,Waano;,"Threatened (20 percent certain, based on the evidence available)",7000.0,Trans-New Guinea; Dani,,,Indonesia;,Southeast Asia,"-3.5463,137.9058",2576,Wano,Indonesia,IDN,Definitely endangered,,,3500.0,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-3.5463,137.9058,Irian Jaya,-50.0,-3500.0
20193,3332,wnc,Wantoat,Yagawak; Bam;,"Threatened (20 percent certain, based on the evidence available)",8200.0,Trans-New Guinea; Finisterre-Huon,,,Papua New Guinea;,Pacific,"-6.16666666667,146.5",2707,Taap,Papua New Guinea,PNG,Critically endangered,,,10.0,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-6.146,146.3955,"Kaiapit District, Morobe Province",-99.8780487804878,-8190.0
20194,2065,auc,Waorani,Auishiri; Auca; Sabela; Huarani; Warani; Auixiri; Huaorani; Waodani; Huao; Wao; Wao Tededö,"Threatened (20 percent certain, based on the evidence available)",1616.0,Isolate; South American,,,Ecuador;,South America,"-1.0,-76.5",758,Waotededo,Ecuador,ECU,Vulnerable,"Waotiriro, Huaotiriro, Waodani, Auca (From Quichua = ""sauvage""; this name is rejected by the speakers)",,2000.0,"- Entrix 2007. “Identificación y evaluación de impactos socioeconómicos - región amazónica”.  Quito(unpublished). 
- Personal research",-1.1864,-76.6296,"Provinces of Orellana, Pastaza and Napo along the Yasuní, Shiripungo, Conocaco, Villano and Curaray rivers. There are about 30 communities. Two groups Taromenani and Tagaeri live still in isolation",23.762376237623762,384.0
20195,1954,wap,Wapixana,Wapishana; Aruma; Upichana; Wapitxano; Vapidiana; Uapixana; Wapichan; Wapichana; Wapisana; Wapishiana; Wapishshiana; Wapitxana; Wapixiana; Wapixiána; Wapisiana;,"Vulnerable (20 percent certain, based on the evidence available)",10900.0,Arawakan; Northern Arawakan; Maritime,,,Brazil;Guyana;,South America,"2.66666666667,-60.0",320,Wapishana (Guyana),Guyana,GUY,Vulnerable,Wapixána,,7000.0,"J. Forte, in: Queixalós and Renault-Lescure, 'As línguas amazônicas hoje' (2000).",2.3065,-59.6997,"Southwestern part of Guyana (area of Lethem, western tributaries of the Essequibo). State of Roraima, Brazil.",-35.77981651376147,-3900.0
20196,1954,wap,Wapixana,Wapishana; Aruma; Upichana; Wapitxano; Vapidiana; Uapixana; Wapichan; Wapichana; Wapisana; Wapishiana; Wapishshiana; Wapitxana; Wapixiana; Wapixiána; Wapisiana;,"Vulnerable (20 percent certain, based on the evidence available)",10900.0,Arawakan; Northern Arawakan; Maritime,,,Brazil;Guyana;,South America,"2.66666666667,-60.0",1920,Wapishana (Brazil),Brazil,BRA,Definitely endangered,Wapixána,,4000.0,"Databank Moore, 2008.",2.8113,-61.2377,,-63.30275229357798,-6900.0
20197,1150,wao,Wappo,Ashochimi; Napa,Awakening (),100.0,Yukian,,,USA;,North America,"38.5,-122.5",850,Wappo,United States of America,USA,Extinct,,,0.0,,38.8701,-122.5154,,-100.0,-100.0
20198,1953,wba,Warao,Guarao; Guasay; Warrau; Guarauno; Uarow; Araote; Tivativa; Warau; Guaruno; Waraw; Faraute;,"Vulnerable (20 percent certain, based on the evidence available)",32400.0,Isolate; South American,,,Venezuela;Guyana;Suriname;,South America,"9.33333333333,-61.6666666667",1964,Warao,"Guyana, Venezuela (Bolivarian Republic of)","GUY, VEN",Definitely endangered,,,25000.0,"Mosonyi and Mosonyi (2000), 'Manual de lenguas indígenas de Venezuela'",8.6027,-61.3806,The delta of the Orinoco (Amacuro territory) with extensions in Monagas and Sucre. Additional communities in Guyana.,-22.839506172839506,-7400.0
20199,2707,wra,Warapu,Barupu; Varofu; Waropu,"Endangered (20 percent certain, based on the evidence available)",500.0,Sko,,,Papua New Guinea;,Pacific,"-3.08333333333,142.083333333",2700,Warapu,Papua New Guinea,PNG,Severely endangered,,,300.0,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-2.9876,141.9838,"Northwest peninsula of the Sissano lagoon, Between Vanimo and Aitape, Sandaun (West Sepik) Province",-40.0,-200.0
20200,2580,wrr,Wardaman,Wartaman; Warduman; Wadaman; Wadderman; Wordaman; Waduman; Waderman; Warda'man; Wardman;,"Severely Endangered (60 percent certain, based on the evidence available)",30.0,Yangmanic,,,Australia;,Australia,"-14.465267,132.246841",241,Wardaman,Australia,AUS,Severely endangered,"Wadaman, Waderman, Waduman, Warda'man, Warduman, Wartaman, Wardman, Wordaman.  Dialects: Close to Yangman and Dagoman, which are extinct.",,24.0,,-14.9925,131.9293,,-20.0,-6.0
20201,1950,pav,Wari',Yaru; Jaru; Ituarupa; Orowari; Pakaás-novos; Pacasnovas; Pacaha-novo; Uariwayo; Uomo; Oro Wari;  Pakaasnovos; Jarú; Urup; Pacas Novas; Pacahanovo; Wari'; Pakasnovos; Pakaásnovos; Pakaanovas; Pacaas-Novos; Pakaanova; Wari;,"Threatened (20 percent certain, based on the evidence available)",2381.0,Chapacuran; Southern Chapacuran,,,Brazil;,South America,"-11.3333333333,-65.0",663,Wari,Brazil,BRA,Definitely endangered,"Pacaás Novos, Pakaa Nova",,2721.0,"Moore, 2008.",-11.7275,-65.0061,,14.279714405711886,340.0
